Date,Timestamp,Open,High,Low,Close,Volume
2019-11-05 06:00:00,1572933600000,9381.72,9382.34,9175.76,9225.0,7920.013246
2019-11-05 08:00:00,1572940800000,9225.06,9331.0,9193.76,9287.66,4606.570183
2019-11-05 10:00:00,1572948000000,9287.67,9306.04,9265.0,9286.04,2964.547314
2019-11-05 12:00:00,1572955200000,9286.04,9328.0,9217.0,9237.82,3895.015019
2019-11-05 14:00:00,1572962400000,9238.13,9389.94,9237.46,9369.61,5270.663537
2019-11-05 16:00:00,1572969600000,9369.61,9386.99,9255.37,9339.91,3717.153856
2019-11-05 18:00:00,1572976800000,9339.81,9408.14,9319.33,9388.57,2310.705099
2019-11-05 20:00:00,1572984000000,9388.57,9415.33,9301.0,9340.34,2935.569868
2019-11-05 22:00:00,1572991200000,9339.74,9346.0,9275.0,9308.66,2750.244595
2019-11-06 00:00:00,1572998400000,9307.73,9321.2,9266.16,9307.45,3612.117606
2019-11-06 02:00:00,1573005600000,9307.57,9332.94,9276.01,9305.0,1824.239378
2019-11-06 04:00:00,1573012800000,9304.57,9350.0,9296.96,9331.29,2782.565676
2019-11-06 06:00:00,1573020000000,9331.29,9440.91,9312.39,9389.65,5269.210966
2019-11-06 08:00:00,1573027200000,9389.65,9406.0,9348.0,9360.78,4340.860829
2019-11-06 10:00:00,1573034400000,9361.77,9389.9,9332.0,9369.1,3268.687009
2019-11-06 12:00:00,1573041600000,9369.1,9391.75,9306.0,9319.55,3351.838468
2019-11-06 14:00:00,1573048800000,9319.55,9351.94,9303.0,9334.93,3217.79895
2019-11-06 16:00:00,1573056000000,9334.92,9334.92,9250.01,9294.04,3292.706167
2019-11-06 18:00:00,1573063200000,9294.03,9340.0,9265.5,9293.5,2364.933526
2019-11-06 20:00:00,1573070400000,9292.96,9321.58,9272.52,9320.13,1549.716114
2019-11-06 22:00:00,1573077600000,9320.11,9363.58,9315.15,9339.05,2461.495683
2019-11-07 00:00:00,1573084800000,9339.16,9375.0,9301.93,9323.16,2666.859964
2019-11-07 02:00:00,1573092000000,9323.11,9327.45,9275.12,9300.09,3257.900079
2019-11-07 04:00:00,1573099200000,9300.09,9314.97,9259.88,9304.45,2947.506631
2019-11-07 06:00:00,1573106400000,9304.62,9308.07,9215.0,9258.95,3714.388175
2019-11-07 08:00:00,1573113600000,9258.96,9273.12,9225.97,9226.04,3420.5569
2019-11-07 10:00:00,1573120800000,9226.05,9229.84,9151.0,9197.11,5720.761879
2019-11-07 12:00:00,1573128000000,9197.53,9232.2,9119.0,9202.82,4706.499415
2019-11-07 14:00:00,1573135200000,9202.82,9240.0,9184.86,9191.93,3101.985207
2019-11-07 16:00:00,1573142400000,9192.0,9234.34,9178.05,9199.37,1996.611552
2019-11-07 18:00:00,1573149600000,9199.14,9218.94,9188.07,9201.23,1540.737596
2019-11-07 20:00:00,1573156800000,9201.09,9225.0,9101.0,9224.93,3798.221281
2019-11-07 22:00:00,1573164000000,9224.93,9265.88,9202.0,9216.2,2245.442174
2019-11-08 00:00:00,1573171200000,9214.0,9242.02,9176.45,9221.33,2488.586933
2019-11-08 02:00:00,1573178400000,9223.01,9257.47,9215.47,9239.98,1659.304609
2019-11-08 04:00:00,1573185600000,9239.96,9261.0,9192.2,9207.46,2653.079804
2019-11-08 06:00:00,1573192800000,9208.13,9214.17,9110.0,9144.4,4025.045845
2019-11-08 08:00:00,1573200000000,9144.42,9158.75,8955.0,9045.44,11864.211749
2019-11-08 10:00:00,1573207200000,9044.96,9073.07,9009.35,9026.27,3755.501353
2019-11-08 12:00:00,1573214400000,9026.27,9035.0,8760.0,8810.59,11458.855772
2019-11-08 14:00:00,1573221600000,8808.83,8853.0,8696.0,8821.14,11288.782352
2019-11-08 16:00:00,1573228800000,8820.76,8821.4,8715.0,8779.21,4331.185317
2019-11-08 18:00:00,1573236000000,8779.39,8857.14,8774.02,8807.26,3223.141334
2019-11-08 20:00:00,1573243200000,8807.25,8904.5,8802.33,8874.04,2838.17403
2019-11-08 22:00:00,1573250400000,8874.99,8881.17,8768.9,8773.73,2521.420145
2019-11-09 00:00:00,1573257600000,8773.74,8832.51,8730.5,8807.03,2718.163604
2019-11-09 02:00:00,1573264800000,8807.03,8842.49,8788.16,8836.48,2672.69973
2019-11-09 04:00:00,1573272000000,8836.04,8838.26,8805.58,8826.99,1866.435249
2019-11-09 06:00:00,1573279200000,8827.2,8880.0,8812.75,8823.73,3579.769799
2019-11-09 08:00:00,1573286400000,8822.91,8852.0,8807.0,8831.18,2239.654053
2019-11-09 10:00:00,1573293600000,8831.88,8864.34,8812.16,8817.7,2088.459906
2019-11-09 12:00:00,1573300800000,8818.27,8874.9,8816.0,8859.32,2340.875569
2019-11-09 14:00:00,1573308000000,8859.21,8870.0,8774.0,8800.75,3734.90516
2019-11-09 16:00:00,1573315200000,8800.75,8827.09,8724.88,8774.98,3794.597107
2019-11-09 18:00:00,1573322400000,8774.53,8787.79,8756.0,8757.7,1394.337412
2019-11-09 20:00:00,1573329600000,8757.7,8810.78,8756.61,8810.0,1310.190178
2019-11-09 22:00:00,1573336800000,8810.0,8831.0,8773.01,8809.41,1729.393638
2019-11-10 00:00:00,1573344000000,8809.18,8810.43,8766.38,8780.19,1332.572217
2019-11-10 02:00:00,1573351200000,8780.8,8791.36,8750.0,8773.33,1226.088472
2019-11-10 04:00:00,1573358400000,8773.33,8864.0,8772.46,8857.35,2888.543406
2019-11-10 06:00:00,1573365600000,8857.35,8890.0,8830.0,8848.11,2484.155196
2019-11-10 08:00:00,1573372800000,8847.65,8888.0,8811.0,8822.95,2172.247295
2019-11-10 10:00:00,1573380000000,8822.95,8861.63,8817.48,8829.51,2071.424044
2019-11-10 12:00:00,1573387200000,8829.75,8859.39,8790.56,8812.2,2184.456102
2019-11-10 14:00:00,1573394400000,8811.37,8833.66,8783.5,8800.64,2405.382994
2019-11-10 16:00:00,1573401600000,8800.0,9147.19,8787.37,9037.0,10725.083676
2019-11-10 18:00:00,1573408800000,9037.0,9060.0,9023.01,9048.29,2367.898466
2019-11-10 20:00:00,1573416000000,9048.29,9065.99,9023.0,9041.86,2038.241729
2019-11-10 22:00:00,1573423200000,9041.86,9099.92,9027.76,9039.47,2525.9362
2019-11-11 00:00:00,1573430400000,9040.16,9065.0,9027.0,9062.73,2044.911106
2019-11-11 02:00:00,1573437600000,9063.67,9072.32,9003.88,9019.57,2172.854391
2019-11-11 04:00:00,1573444800000,9019.78,9035.64,8850.0,8900.08,6012.78555
2019-11-11 06:00:00,1573452000000,8900.07,8900.52,8744.33,8814.44,6848.659375
2019-11-11 08:00:00,1573459200000,8812.8,8813.62,8618.68,8659.65,7978.155296
2019-11-11 10:00:00,1573466400000,8659.47,8744.95,8632.26,8726.74,5711.712211
2019-11-11 12:00:00,1573473600000,8726.17,8730.27,8690.0,8723.7,2717.429651
2019-11-11 14:00:00,1573480800000,8723.1,8754.23,8693.88,8723.59,3399.192013
2019-11-11 16:00:00,1573488000000,8723.59,8746.42,8697.95,8737.0,2124.789756
2019-11-11 18:00:00,1573495200000,8736.05,8800.0,8726.31,8763.76,2658.674502
2019-11-11 20:00:00,1573502400000,8763.3,8765.3,8723.0,8739.64,1356.622364
2019-11-11 22:00:00,1573509600000,8739.62,8743.75,8699.0,8733.27,1862.26733
2019-11-12 00:00:00,1573516800000,8733.36,8761.82,8713.93,8738.06,1878.594844
2019-11-12 02:00:00,1573524000000,8738.72,8778.26,8705.0,8740.65,2574.581667
2019-11-12 04:00:00,1573531200000,8740.65,8796.0,8723.88,8753.58,2719.714517
2019-11-12 06:00:00,1573538400000,8753.2,8786.0,8744.0,8772.37,2480.082982
2019-11-12 08:00:00,1573545600000,8772.29,8775.31,8712.35,8760.46,2898.430607
2019-11-12 10:00:00,1573552800000,8759.01,8771.77,8729.59,8748.77,2220.194704
2019-11-12 12:00:00,1573560000000,8748.77,8888.0,8642.71,8672.9,8130.413254
2019-11-12 14:00:00,1573567200000,8671.05,8733.0,8567.6,8705.27,7165.338101
2019-11-12 16:00:00,1573574400000,8703.61,8765.04,8683.39,8742.77,3418.245937
2019-11-12 18:00:00,1573581600000,8741.21,8789.6,8731.48,8774.51,2251.407938
2019-11-12 20:00:00,1573588800000,8774.13,8824.24,8755.0,8771.98,2865.178633
2019-11-12 22:00:00,1573596000000,8771.04,8823.11,8755.0,8821.94,1764.446287
2019-11-13 00:00:00,1573603200000,8821.91,8844.99,8760.58,8767.0,2686.101169
2019-11-13 04:00:00,1573617600000,8767.01,8767.47,8702.0,8725.69,1307.759892
2019-11-13 06:00:00,1573624800000,8727.98,8767.0,8713.66,8744.26,2043.772997
2019-11-13 08:00:00,1573632000000,8744.87,8807.0,8731.46,8777.01,3995.65541
2019-11-13 10:00:00,1573639200000,8777.86,8811.24,8750.01,8773.07,3221.648626
2019-11-13 12:00:00,1573646400000,8773.1,8803.0,8732.0,8758.36,3003.624215
2019-11-13 14:00:00,1573653600000,8759.72,8781.92,8736.0,8751.18,2361.803223
2019-11-13 16:00:00,1573660800000,8751.98,8785.0,8739.05,8769.63,2466.013822
2019-11-13 18:00:00,1573668000000,8769.91,8784.99,8752.3,8778.4,1915.708888
2019-11-13 20:00:00,1573675200000,8778.7,8796.16,8755.23,8769.99,2300.430028
2019-11-13 22:00:00,1573682400000,8769.95,8795.0,8755.6,8777.12,1507.598648
2019-11-14 00:00:00,1573689600000,8777.54,8800.0,8756.0,8756.01,1652.805971
2019-11-14 02:00:00,1573696800000,8756.01,8770.28,8735.98,8759.2,1851.493633
2019-11-14 04:00:00,1573704000000,8759.64,8770.11,8650.0,8704.39,4767.168269
2019-11-14 06:00:00,1573711200000,8703.58,8730.0,8650.06,8668.36,3339.480405
2019-11-14 08:00:00,1573718400000,8665.56,8667.87,8582.6,8635.0,6598.78598
2019-11-14 10:00:00,1573725600000,8634.93,8654.34,8595.54,8636.54,2486.847632
2019-11-14 12:00:00,1573732800000,8636.12,8706.17,8606.01,8680.93,3800.312207
2019-11-14 14:00:00,1573740000000,8680.93,8695.78,8618.71,8643.57,3018.539882
2019-11-14 16:00:00,1573747200000,8643.58,8670.0,8630.67,8661.89,1760.520165
2019-11-14 18:00:00,1573754400000,8661.76,8666.17,8630.67,8649.02,1481.434593
2019-11-14 20:00:00,1573761600000,8649.0,8674.07,8648.02,8667.9,1414.184912
2019-11-14 22:00:00,1573768800000,8667.9,8684.98,8644.74,8646.68,1296.895312
2019-11-15 00:00:00,1573776000000,8646.38,8659.41,8526.11,8559.96,3815.929946
2019-11-15 02:00:00,1573783200000,8557.95,8590.06,8517.0,8558.15,4206.150295
2019-11-15 04:00:00,1573790400000,8558.13,8574.04,8531.61,8564.64,1953.163919
2019-11-15 06:00:00,1573797600000,8564.63,8610.97,8558.59,8574.77,2853.858048
2019-11-15 08:00:00,1573804800000,8574.76,8790.0,8569.98,8623.7,7488.380109
2019-11-15 10:00:00,1573812000000,8621.62,8669.33,8590.0,8630.54,4023.683995
2019-11-15 12:00:00,1573819200000,8630.5,8689.0,8626.62,8645.47,3046.296165
2019-11-15 14:00:00,1573826400000,8645.4,8647.24,8400.0,8479.88,10702.775496
2019-11-15 16:00:00,1573833600000,8479.45,8484.99,8430.83,8479.21,2951.558412
2019-11-15 18:00:00,1573840800000,8479.18,8498.53,8460.17,8485.57,1910.828124
2019-11-15 20:00:00,1573848000000,8486.08,8492.82,8454.0,8462.21,1266.552562
2019-11-15 22:00:00,1573855200000,8464.19,8532.74,8451.94,8471.73,1868.24068
2019-11-16 00:00:00,1573862400000,8471.62,8490.0,8400.0,8483.64,2724.959407
2019-11-16 02:00:00,1573869600000,8483.64,8484.74,8435.18,8451.13,1264.479553
2019-11-16 04:00:00,1573876800000,8452.26,8477.66,8449.55,8467.72,1336.046292
2019-11-16 06:00:00,1573884000000,8467.6,8508.53,8461.04,8474.82,1648.823735
2019-11-16 08:00:00,1573891200000,8475.34,8543.0,8474.51,8499.27,2441.610751
2019-11-16 10:00:00,1573898400000,8499.21,8532.61,8452.23,8479.03,2950.114433
2019-11-16 12:00:00,1573905600000,8478.79,8505.34,8458.12,8488.98,2050.13299
2019-11-16 14:00:00,1573912800000,8488.98,8526.24,8455.86,8489.4,2690.744825
2019-11-16 16:00:00,1573920000000,8489.47,8502.95,8472.38,8477.62,1224.006385
2019-11-16 18:00:00,1573927200000,8477.59,8487.38,8466.61,8472.29,762.805223
2019-11-16 20:00:00,1573934400000,8472.3,8488.11,8453.6,8483.38,970.975419
2019-11-16 22:00:00,1573941600000,8484.09,8492.49,8471.43,8491.02,837.600739
2019-11-17 00:00:00,1573948800000,8490.74,8519.53,8481.87,8484.8,1807.539714
2019-11-17 02:00:00,1573956000000,8485.13,8499.97,8472.61,8482.02,937.889224
2019-11-17 04:00:00,1573963200000,8482.01,8491.28,8463.64,8491.01,865.391334
2019-11-17 06:00:00,1573970400000,8491.34,8491.51,8407.0,8425.81,1684.769873
2019-11-17 08:00:00,1573977600000,8427.3,8591.83,8350.68,8536.33,7329.679546
2019-11-17 10:00:00,1573984800000,8535.88,8547.62,8517.01,8521.26,1848.942976
2019-11-17 12:00:00,1573992000000,8521.26,8574.37,8518.0,8530.31,2501.529969
2019-11-17 14:00:00,1573999200000,8530.31,8544.39,8511.26,8529.99,1694.424845
2019-11-17 16:00:00,1574006400000,8529.52,8557.49,8525.16,8542.05,1509.126611
2019-11-17 18:00:00,1574013600000,8541.23,8567.55,8530.4,8553.19,1776.443029
2019-11-17 20:00:00,1574020800000,8552.96,8635.0,8519.0,8548.82,3194.598694
2019-11-17 22:00:00,1574028000000,8548.99,8553.0,8455.55,8502.4,1858.701267
2019-11-18 00:00:00,1574035200000,8502.87,8503.52,8456.0,8483.94,1726.831323
2019-11-18 02:00:00,1574042400000,8485.04,8485.04,8415.0,8475.78,2207.270189
2019-11-18 04:00:00,1574049600000,8474.69,8492.0,8457.71,8482.38,1088.763609
2019-11-18 06:00:00,1574056800000,8482.42,8492.0,8423.44,8452.03,2253.286973
2019-11-18 08:00:00,1574064000000,8451.23,8499.0,8435.23,8479.21,2618.035709
2019-11-18 10:00:00,1574071200000,8479.38,8479.74,8425.0,8443.77,2271.931628
2019-11-18 12:00:00,1574078400000,8443.9,8465.48,8370.45,8445.94,4160.375912
2019-11-18 14:00:00,1574085600000,8446.0,8463.01,8395.93,8408.99,3672.11023
2019-11-18 16:00:00,1574092800000,8408.99,8437.22,8305.0,8344.82,5152.843437
2019-11-18 18:00:00,1574100000000,8343.77,8348.93,8060.0,8213.95,13091.364131
2019-11-18 20:00:00,1574107200000,8213.42,8246.0,8169.03,8237.94,3250.670097
2019-11-18 22:00:00,1574114400000,8237.95,8239.54,8185.26,8187.17,1524.207702
2019-11-19 00:00:00,1574121600000,8186.5,8218.63,8174.07,8196.12,1985.456817
2019-11-19 02:00:00,1574128800000,8196.19,8210.0,8132.51,8153.23,2248.216197
2019-11-19 04:00:00,1574136000000,8153.23,8171.19,8103.99,8146.13,3133.487719
2019-11-19 06:00:00,1574143200000,8146.13,8170.0,8092.5,8128.06,4811.557904
2019-11-19 08:00:00,1574150400000,8128.06,8179.72,8123.53,8151.73,3908.482856
2019-11-19 10:00:00,1574157600000,8151.73,8158.99,8003.0,8073.88,7699.368127
2019-11-19 12:00:00,1574164800000,8074.42,8117.0,8010.1,8055.12,6000.210478
2019-11-19 14:00:00,1574172000000,8054.22,8123.34,8054.22,8101.43,4327.624666
2019-11-19 16:00:00,1574179200000,8100.63,8156.47,8049.03,8092.2,4164.020522
2019-11-19 18:00:00,1574186400000,8091.89,8122.42,8091.89,8109.63,1663.18962
2019-11-19 20:00:00,1574193600000,8109.69,8124.82,8077.61,8116.73,1513.454638
2019-11-19 22:00:00,1574200800000,8116.24,8165.02,8114.37,8133.64,2100.991481
2019-11-20 00:00:00,1574208000000,8133.83,8149.0,8095.0,8130.53,2036.71251
2019-11-20 02:00:00,1574215200000,8130.26,8158.36,8124.06,8130.37,1920.002113
2019-11-20 04:00:00,1574222400000,8129.72,8148.16,8078.9,8113.02,2373.001783
2019-11-20 06:00:00,1574229600000,8113.89,8141.62,8105.6,8121.47,1738.624819
2019-11-20 08:00:00,1574236800000,8121.47,8134.0,8064.34,8076.0,3504.837212
2019-11-20 10:00:00,1574244000000,8076.0,8097.82,8038.4,8088.41,3497.018868
2019-11-20 12:00:00,1574251200000,8089.06,8109.84,8063.02,8086.08,2488.234806
2019-11-20 14:00:00,1574258400000,8086.96,8160.0,8086.0,8127.68,3749.750519
2019-11-20 16:00:00,1574265600000,8127.32,8150.89,8114.28,8146.4,2038.833656
2019-11-20 18:00:00,1574272800000,8146.4,8264.29,8072.56,8088.62,6052.072578
2019-11-20 20:00:00,1574280000000,8088.61,8110.0,8066.0,8099.72,1696.802442
2019-11-20 22:00:00,1574287200000,8098.51,8116.0,8077.0,8098.01,1370.339674
2019-11-21 00:00:00,1574294400000,8098.56,8131.03,8080.35,8123.13,1486.700704
2019-11-21 02:00:00,1574301600000,8123.25,8134.73,8096.62,8125.98,1621.689479
2019-11-21 04:00:00,1574308800000,8125.2,8129.26,8100.33,8124.24,1292.587005
2019-11-21 06:00:00,1574316000000,8124.24,8126.0,8075.23,8088.58,2286.591548
2019-11-21 08:00:00,1574323200000,8088.29,8095.0,7910.0,7933.52,8881.263854
2019-11-21 10:00:00,1574330400000,7934.69,7941.33,7855.0,7870.66,6875.485452
2019-11-21 12:00:00,1574337600000,7869.66,7920.0,7840.81,7884.89,4206.552391
2019-11-21 14:00:00,1574344800000,7885.09,7897.79,7500.0,7631.44,17724.892899
2019-11-21 16:00:00,1574352000000,7631.43,7669.47,7526.45,7573.43,6043.179698
2019-11-21 18:00:00,1574359200000,7573.06,7632.54,7559.49,7629.81,3393.392686
2019-11-21 20:00:00,1574366400000,7629.8,7660.0,7566.0,7595.36,2796.975941
2019-11-21 22:00:00,1574373600000,7595.36,7640.26,7594.04,7627.74,1809.468604
2019-11-22 00:00:00,1574380800000,7627.79,7692.18,7616.88,7647.65,3408.972099
2019-11-22 02:00:00,1574388000000,7647.65,7668.81,7588.0,7599.85,2966.545626
2019-11-22 04:00:00,1574395200000,7599.77,7632.03,7523.8,7559.39,3863.934215
2019-11-22 06:00:00,1574402400000,7559.38,7574.99,7401.0,7556.41,11342.482319
2019-11-22 08:00:00,1574409600000,7556.4,7750.0,7360.0,7402.73,14619.990836
2019-11-22 10:00:00,1574416800000,7402.77,7404.0,6940.0,7106.71,24460.992155
2019-11-22 12:00:00,1574424000000,7102.88,7159.56,6985.0,7034.0,10657.864543
2019-11-22 14:00:00,1574431200000,7034.0,7148.0,6790.0,7124.35,21546.002586
2019-11-22 16:00:00,1574438400000,7125.22,7220.0,7098.9,7143.1,10446.377549
2019-11-22 18:00:00,1574445600000,7144.04,7350.0,7133.38,7297.91,12434.527009
2019-11-22 20:00:00,1574452800000,7297.91,7378.25,7257.27,7321.61,5966.053195
2019-11-22 22:00:00,1574460000000,7322.44,7340.0,7156.36,7268.23,4889.398127
2019-11-23 00:00:00,1574467200000,7268.23,7284.57,7143.0,7197.24,3794.710025
2019-11-23 02:00:00,1574474400000,7197.24,7292.51,7189.03,7271.94,2479.760527
2019-11-23 04:00:00,1574481600000,7271.94,7300.69,7170.29,7200.78,3276.496305
2019-11-23 06:00:00,1574488800000,7200.78,7235.4,7158.31,7171.3,3538.265341
2019-11-23 08:00:00,1574496000000,7171.3,7207.98,7080.01,7153.48,6271.580297
2019-11-23 10:00:00,1574503200000,7151.56,7215.0,7114.28,7171.92,4497.975046
2019-11-23 12:00:00,1574510400000,7171.92,7197.23,7139.75,7170.31,4272.815117
2019-11-23 14:00:00,1574517600000,7170.14,7333.5,7162.76,7291.2,7975.530548
2019-11-23 16:00:00,1574524800000,7288.96,7344.48,7230.65,7287.09,6031.902409
2019-11-23 18:00:00,1574532000000,7287.79,7334.86,7269.0,7285.68,2757.488491
2019-11-23 20:00:00,1574539200000,7285.56,7296.53,7237.78,7276.01,3096.591158
2019-11-23 22:00:00,1574546400000,7276.0,7326.0,7264.47,7311.57,2456.779491
2019-11-24 00:00:00,1574553600000,7311.1,7330.39,7222.0,7254.63,3407.628517
2019-11-24 02:00:00,1574560800000,7255.39,7275.0,7185.0,7202.05,2748.183057
2019-11-24 04:00:00,1574568000000,7202.04,7219.93,7150.0,7175.81,2857.596767
2019-11-24 06:00:00,1574575200000,7175.63,7231.56,7168.4,7180.14,3538.698615
2019-11-24 08:00:00,1574582400000,7178.99,7265.37,7170.01,7248.86,4167.222301
2019-11-24 10:00:00,1574589600000,7248.86,7271.73,7100.0,7203.04,8077.752754
2019-11-24 12:00:00,1574596800000,7203.39,7205.86,7125.0,7136.86,4425.59834
2019-11-24 14:00:00,1574604000000,7137.0,7169.77,6959.57,6981.27,10145.299071
2019-11-24 16:00:00,1574611200000,6983.23,7113.0,6912.0,7070.19,11889.539351
2019-11-24 18:00:00,1574618400000,7070.11,7101.42,7008.07,7028.78,5500.096872
2019-11-24 20:00:00,1574625600000,7028.78,7087.0,6984.0,7034.19,4637.234679
2019-11-24 22:00:00,1574632800000,7033.51,7057.84,6861.0,6903.28,6495.356159
2019-11-25 00:00:00,1574640000000,6900.23,6941.68,6615.0,6713.49,15635.45411
2019-11-25 04:00:00,1574654400000,6717.21,6730.0,6515.0,6540.21,13082.923872
2019-11-25 06:00:00,1574661600000,6540.17,6725.95,6530.0,6672.01,10664.071774
2019-11-25 08:00:00,1574668800000,6671.7,6795.77,6632.98,6742.75,7957.549916
2019-11-25 10:00:00,1574676000000,6744.33,6988.0,6709.19,6879.02,13413.319523
2019-11-25 12:00:00,1574683200000,6879.02,7285.0,6870.66,7122.78,24559.256948
2019-11-25 14:00:00,1574690400000,7122.9,7285.22,7120.67,7252.95,10765.275704
2019-11-25 16:00:00,1574697600000,7253.25,7377.69,7147.34,7211.63,11193.577271
2019-11-25 18:00:00,1574704800000,7213.12,7273.49,7170.0,7192.7,4065.954282
2019-11-25 20:00:00,1574712000000,7192.87,7241.44,7119.0,7192.74,4842.037581
2019-11-25 22:00:00,1574719200000,7192.7,7223.34,7090.17,7109.57,3466.314216
2019-11-26 00:00:00,1574726400000,7109.99,7183.82,7051.0,7164.96,4943.223382
2019-11-26 02:00:00,1574733600000,7164.85,7245.88,7118.0,7245.85,4170.797119
2019-11-26 04:00:00,1574740800000,7245.83,7297.87,7181.09,7247.49,4692.464281
2019-11-26 06:00:00,1574748000000,7247.49,7340.0,7126.0,7176.35,9400.794202
2019-11-26 08:00:00,1574755200000,7176.32,7270.0,7126.53,7161.1,6064.650277
2019-11-26 10:00:00,1574762400000,7160.99,7205.0,7021.64,7170.52,7927.616276
2019-11-26 12:00:00,1574769600000,7170.41,7220.0,7031.0,7055.27,7001.835837
2019-11-26 14:00:00,1574776800000,7055.63,7112.79,7017.48,7095.34,5425.826986
2019-11-26 16:00:00,1574784000000,7097.48,7149.25,7058.81,7078.48,6042.215997
2019-11-26 18:00:00,1574791200000,7078.34,7130.0,7030.94,7076.69,3425.550839
2019-11-26 20:00:00,1574798400000,7076.96,7158.0,7064.0,7106.95,3321.256058
2019-11-26 22:00:00,1574805600000,7108.01,7178.71,7075.0,7156.14,3306.166436
