"Time","Contracts","Funding Interval","Funding Rate"
"2021-09-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-27 01:00:00","BTCUSDT Perpetual","8h","-0.001686%"
"2021-09-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-26 09:00:00","BTCUSDT Perpetual","8h","0.002457%"
"2021-09-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-25 17:00:00","BTCUSDT Perpetual","8h","0.005628%"
"2021-09-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-25 01:00:00","BTCUSDT Perpetual","8h","0.003978%"
"2021-09-24 17:00:00","BTCUSDT Perpetual","8h","-0.008536%"
"2021-09-24 09:00:00","BTCUSDT Perpetual","8h","-0.007856%"
"2021-09-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-23 17:00:00","BTCUSDT Perpetual","8h","0.007835%"
"2021-09-23 09:00:00","BTCUSDT Perpetual","8h","0.004744%"
"2021-09-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-11 01:00:00","BTCUSDT Perpetual","8h","0.011115%"
"2021-09-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-08 01:00:00","BTCUSDT Perpetual","8h","0.022976%"
"2021-09-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-06 09:00:00","BTCUSDT Perpetual","8h","0.026782%"
"2021-09-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-05 01:00:00","BTCUSDT Perpetual","8h","0.019219%"
"2021-09-04 17:00:00","BTCUSDT Perpetual","8h","0.011799%"
"2021-09-04 09:00:00","BTCUSDT Perpetual","8h","0.043928%"
"2021-09-04 01:00:00","BTCUSDT Perpetual","8h","0.024374%"
"2021-09-03 17:00:00","BTCUSDT Perpetual","8h","0.033375%"
"2021-09-03 09:00:00","BTCUSDT Perpetual","8h","0.047856%"
"2021-09-03 01:00:00","BTCUSDT Perpetual","8h","0.057405%"
"2021-09-02 17:00:00","BTCUSDT Perpetual","8h","0.048690%"
"2021-09-02 09:00:00","BTCUSDT Perpetual","8h","0.040520%"
"2021-09-02 01:00:00","BTCUSDT Perpetual","8h","0.033967%"
"2021-09-01 17:00:00","BTCUSDT Perpetual","8h","0.027256%"
"2021-09-01 09:00:00","BTCUSDT Perpetual","8h","0.044618%"
"2021-09-01 01:00:00","BTCUSDT Perpetual","8h","0.023354%"
"2021-08-31 17:00:00","BTCUSDT Perpetual","8h","0.027795%"
"2021-08-31 09:00:00","BTCUSDT Perpetual","8h","0.036162%"
"2021-08-31 01:00:00","BTCUSDT Perpetual","8h","0.022550%"
"2021-08-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-29 01:00:00","BTCUSDT Perpetual","8h","0.023137%"
"2021-08-28 17:00:00","BTCUSDT Perpetual","8h","0.032240%"
"2021-08-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-26 17:00:00","BTCUSDT Perpetual","8h","0.021865%"
"2021-08-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-25 09:00:00","BTCUSDT Perpetual","8h","0.019568%"
"2021-08-25 01:00:00","BTCUSDT Perpetual","8h","0.041347%"
"2021-08-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-24 09:00:00","BTCUSDT Perpetual","8h","0.029300%"
"2021-08-24 01:00:00","BTCUSDT Perpetual","8h","0.023983%"
"2021-08-23 17:00:00","BTCUSDT Perpetual","8h","0.039180%"
"2021-08-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-23 01:00:00","BTCUSDT Perpetual","8h","0.014813%"
"2021-08-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-22 01:00:00","BTCUSDT Perpetual","8h","0.016694%"
"2021-08-21 17:00:00","BTCUSDT Perpetual","8h","0.020013%"
"2021-08-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-21 01:00:00","BTCUSDT Perpetual","8h","0.014278%"
"2021-08-20 17:00:00","BTCUSDT Perpetual","8h","0.011483%"
"2021-08-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-17 01:00:00","BTCUSDT Perpetual","8h","0.013924%"
"2021-08-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-05 01:00:00","BTCUSDT Perpetual","8h","0.001272%"
"2021-08-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-08-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-31 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-31 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-31 01:00:00","BTCUSDT Perpetual","8h","-0.002377%"
"2021-07-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-29 17:00:00","BTCUSDT Perpetual","8h","0.008276%"
"2021-07-29 09:00:00","BTCUSDT Perpetual","8h","0.001493%"
"2021-07-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-28 09:00:00","BTCUSDT Perpetual","8h","-0.002037%"
"2021-07-28 01:00:00","BTCUSDT Perpetual","8h","-0.002248%"
"2021-07-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-26 09:00:00","BTCUSDT Perpetual","8h","-0.054841%"
"2021-07-26 01:00:00","BTCUSDT Perpetual","8h","-0.005198%"
"2021-07-25 17:00:00","BTCUSDT Perpetual","8h","-0.021708%"
"2021-07-25 09:00:00","BTCUSDT Perpetual","8h","-0.025685%"
"2021-07-25 01:00:00","BTCUSDT Perpetual","8h","-0.010603%"
"2021-07-24 17:00:00","BTCUSDT Perpetual","8h","-0.013379%"
"2021-07-24 09:00:00","BTCUSDT Perpetual","8h","-0.007246%"
"2021-07-24 01:00:00","BTCUSDT Perpetual","8h","-0.000990%"
"2021-07-23 17:00:00","BTCUSDT Perpetual","8h","-0.016985%"
"2021-07-23 09:00:00","BTCUSDT Perpetual","8h","0.000344%"
"2021-07-23 01:00:00","BTCUSDT Perpetual","8h","0.001374%"
"2021-07-22 17:00:00","BTCUSDT Perpetual","8h","0.001362%"
"2021-07-22 09:00:00","BTCUSDT Perpetual","8h","-0.016261%"
"2021-07-22 01:00:00","BTCUSDT Perpetual","8h","-0.032314%"
"2021-07-21 17:00:00","BTCUSDT Perpetual","8h","-0.039139%"
"2021-07-21 09:00:00","BTCUSDT Perpetual","8h","-0.022869%"
"2021-07-21 01:00:00","BTCUSDT Perpetual","8h","-0.018939%"
"2021-07-20 17:00:00","BTCUSDT Perpetual","8h","-0.012569%"
"2021-07-20 09:00:00","BTCUSDT Perpetual","8h","-0.015687%"
"2021-07-20 01:00:00","BTCUSDT Perpetual","8h","-0.001230%"
"2021-07-19 17:00:00","BTCUSDT Perpetual","8h","0.003183%"
"2021-07-19 09:00:00","BTCUSDT Perpetual","8h","-0.007510%"
"2021-07-19 01:00:00","BTCUSDT Perpetual","8h","-0.004434%"
"2021-07-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-18 01:00:00","BTCUSDT Perpetual","8h","0.002365%"
"2021-07-17 17:00:00","BTCUSDT Perpetual","8h","-0.004343%"
"2021-07-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-17 01:00:00","BTCUSDT Perpetual","8h","0.001073%"
"2021-07-16 17:00:00","BTCUSDT Perpetual","8h","0.006105%"
"2021-07-16 09:00:00","BTCUSDT Perpetual","8h","-0.011529%"
"2021-07-16 01:00:00","BTCUSDT Perpetual","8h","0.001576%"
"2021-07-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-15 09:00:00","BTCUSDT Perpetual","8h","-0.004883%"
"2021-07-15 01:00:00","BTCUSDT Perpetual","8h","-0.011753%"
"2021-07-14 17:00:00","BTCUSDT Perpetual","8h","0.001317%"
"2021-07-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-14 01:00:00","BTCUSDT Perpetual","8h","0.000052%"
"2021-07-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-12 17:00:00","BTCUSDT Perpetual","8h","0.003463%"
"2021-07-12 09:00:00","BTCUSDT Perpetual","8h","0.008851%"
"2021-07-12 01:00:00","BTCUSDT Perpetual","8h","-0.003373%"
"2021-07-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-11 09:00:00","BTCUSDT Perpetual","8h","0.007784%"
"2021-07-11 01:00:00","BTCUSDT Perpetual","8h","0.000072%"
"2021-07-10 17:00:00","BTCUSDT Perpetual","8h","0.007847%"
"2021-07-10 09:00:00","BTCUSDT Perpetual","8h","-0.000081%"
"2021-07-10 01:00:00","BTCUSDT Perpetual","8h","-0.018845%"
"2021-07-09 17:00:00","BTCUSDT Perpetual","8h","-0.017364%"
"2021-07-09 09:00:00","BTCUSDT Perpetual","8h","-0.010885%"
"2021-07-09 01:00:00","BTCUSDT Perpetual","8h","-0.028080%"
"2021-07-08 17:00:00","BTCUSDT Perpetual","8h","-0.006403%"
"2021-07-08 09:00:00","BTCUSDT Perpetual","8h","0.001382%"
"2021-07-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-07 09:00:00","BTCUSDT Perpetual","8h","-0.013362%"
"2021-07-07 01:00:00","BTCUSDT Perpetual","8h","-0.008213%"
"2021-07-06 17:00:00","BTCUSDT Perpetual","8h","-0.011140%"
"2021-07-06 09:00:00","BTCUSDT Perpetual","8h","-0.000681%"
"2021-07-06 01:00:00","BTCUSDT Perpetual","8h","-0.010440%"
"2021-07-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-05 01:00:00","BTCUSDT Perpetual","8h","0.004428%"
"2021-07-04 17:00:00","BTCUSDT Perpetual","8h","-0.015270%"
"2021-07-04 09:00:00","BTCUSDT Perpetual","8h","0.003235%"
"2021-07-04 01:00:00","BTCUSDT Perpetual","8h","0.003529%"
"2021-07-03 17:00:00","BTCUSDT Perpetual","8h","-0.013550%"
"2021-07-03 09:00:00","BTCUSDT Perpetual","8h","-0.004866%"
"2021-07-03 01:00:00","BTCUSDT Perpetual","8h","-0.012187%"
"2021-07-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-02 09:00:00","BTCUSDT Perpetual","8h","0.008304%"
"2021-07-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-07-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-30 01:00:00","BTCUSDT Perpetual","8h","0.003882%"
"2021-06-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-29 09:00:00","BTCUSDT Perpetual","8h","0.008346%"
"2021-06-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-28 17:00:00","BTCUSDT Perpetual","8h","0.003312%"
"2021-06-28 09:00:00","BTCUSDT Perpetual","8h","-0.002914%"
"2021-06-28 01:00:00","BTCUSDT Perpetual","8h","-0.026102%"
"2021-06-27 17:00:00","BTCUSDT Perpetual","8h","-0.052905%"
"2021-06-27 09:00:00","BTCUSDT Perpetual","8h","-0.023578%"
"2021-06-27 01:00:00","BTCUSDT Perpetual","8h","-0.010371%"
"2021-06-26 17:00:00","BTCUSDT Perpetual","8h","-0.013121%"
"2021-06-26 09:00:00","BTCUSDT Perpetual","8h","-0.011029%"
"2021-06-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-25 09:00:00","BTCUSDT Perpetual","8h","0.002372%"
"2021-06-25 01:00:00","BTCUSDT Perpetual","8h","-0.018863%"
"2021-06-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-24 09:00:00","BTCUSDT Perpetual","8h","-0.007785%"
"2021-06-24 01:00:00","BTCUSDT Perpetual","8h","-0.019895%"
"2021-06-23 17:00:00","BTCUSDT Perpetual","8h","-0.013693%"
"2021-06-23 09:00:00","BTCUSDT Perpetual","8h","0.000067%"
"2021-06-23 01:00:00","BTCUSDT Perpetual","8h","-0.032806%"
"2021-06-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-22 09:00:00","BTCUSDT Perpetual","8h","0.007947%"
"2021-06-22 01:00:00","BTCUSDT Perpetual","8h","-0.019854%"
"2021-06-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-21 09:00:00","BTCUSDT Perpetual","8h","-0.001617%"
"2021-06-21 01:00:00","BTCUSDT Perpetual","8h","-0.018437%"
"2021-06-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-20 01:00:00","BTCUSDT Perpetual","8h","0.007475%"
"2021-06-19 17:00:00","BTCUSDT Perpetual","8h","-0.009441%"
"2021-06-19 09:00:00","BTCUSDT Perpetual","8h","-0.005205%"
"2021-06-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-18 17:00:00","BTCUSDT Perpetual","8h","0.000345%"
"2021-06-18 09:00:00","BTCUSDT Perpetual","8h","0.005342%"
"2021-06-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-15 09:00:00","BTCUSDT Perpetual","8h","0.008002%"
"2021-06-15 01:00:00","BTCUSDT Perpetual","8h","-0.003144%"
"2021-06-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-14 01:00:00","BTCUSDT Perpetual","8h","-0.006559%"
"2021-06-13 17:00:00","BTCUSDT Perpetual","8h","0.002852%"
"2021-06-13 09:00:00","BTCUSDT Perpetual","8h","0.009640%"
"2021-06-13 01:00:00","BTCUSDT Perpetual","8h","-0.000814%"
"2021-06-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-12 09:00:00","BTCUSDT Perpetual","8h","-0.007780%"
"2021-06-12 01:00:00","BTCUSDT Perpetual","8h","0.004776%"
"2021-06-11 17:00:00","BTCUSDT Perpetual","8h","0.002612%"
"2021-06-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-10 17:00:00","BTCUSDT Perpetual","8h","0.006026%"
"2021-06-10 09:00:00","BTCUSDT Perpetual","8h","-0.016793%"
"2021-06-10 01:00:00","BTCUSDT Perpetual","8h","-0.014842%"
"2021-06-09 17:00:00","BTCUSDT Perpetual","8h","-0.005397%"
"2021-06-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-08 17:00:00","BTCUSDT Perpetual","8h","0.001014%"
"2021-06-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-04 17:00:00","BTCUSDT Perpetual","8h","0.020566%"
"2021-06-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-06-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-31 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-31 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-31 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-30 01:00:00","BTCUSDT Perpetual","8h","0.010375%"
"2021-05-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-05-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
